Name,Job History,Core Skills,Certifications,Education,Languages,Project History,Leadership Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Cognitive Style,Conflict Resolution Style,Work Environment Preference,Team Role Tendency,Risk Tolerance,Preferred Industry,Geographic Preference,Ideal Team Size,Career Aspiration,Work-Life Balance Preference,Matched Role
John Obrien,DevOps Engineer (2 yrs); Data Scientist (3 yrs),"Docker, Java, Problem Solving, Time Management","PMP, AWS Certified Solutions Architect","BA Business Administration, University of California","English, Spanish",Security Analyst project: Outcome - Scale e-business action-items; Security Analyst project: Outcome - Monetize intuitive networks,No,4.1,1.9,1.5,4.4,1.0,Creative,Competitive,Balanced,Shaper,Medium,Manufacturing,Hybrid,Large (16+),Technical Expert,Moderate,Security Engineer
Donald Crawford,Data Scientist (4 yrs); Network Administrator (1 yrs),"Critical Thinking, SQL, Team Leadership, Time Management","Certified ScrumMaster (CSM), Certified Information Systems Security Professional (CISSP)","BEng Software Engineering, Stanford University","Japanese, German",Project Manager project: Outcome - Productize 24/7 e-markets; Software Engineer project: Outcome - Envisioneer next-generation supply-chains,Yes,3.8,1.2,3.4,3.8,4.8,Analytical,Avoidant,Structured,Resource Investigator,Medium,Healthcare,Hybrid,Medium (6-15),Management,High,IT Support Specialist
Meagan Martin,Network Administrator (3 yrs); Network Administrator (1 yrs),"Java, Team Leadership, Critical Thinking, AWS","Certified ScrumMaster (CSM), CompTIA Security+","MSc Data Science, University of Florida","Spanish, English",Data Scientist project: Outcome - Brand killer web services; Project Manager project: Outcome - Morph user-centric web-readiness,Yes,3.1,1.9,4.4,1.9,4.0,Creative,Avoidant,Balanced,Resource Investigator,Medium,Finance,Remote,Large (16+),Innovation,Moderate,Backend Developer
Desiree Mccoy,Business Analyst (2 yrs); DevOps Engineer (2 yrs),"AWS, Problem Solving, Docker, Team Leadership","CompTIA Security+, Cisco CCNA","BSc Computer Science, MIT","Spanish, Japanese",Network Administrator project: Outcome - Exploit ubiquitous systems; Cloud Architect project: Outcome - Iterate user-centric methodologies,No,2.2,3.0,3.8,2.4,4.5,Analytical,Avoidant,Balanced,Coordinator,Low,Healthcare,On-site,Large (16+),Leadership,Low,DevOps Specialist
Jose Foster,DevOps Engineer (3 yrs); Software Engineer (1 yrs),"Time Management, AWS, Python, Communication","Certified Information Systems Security Professional (CISSP), PMP","MSc Data Science, MIT","Spanish, Mandarin",Data Scientist project: Outcome - Envisioneer leading-edge e-markets; Project Manager project: Outcome - Embrace clicks-and-mortar content,No,1.7,1.1,4.6,2.5,4.2,Intuitive,Avoidant,Balanced,Resource Investigator,High,Healthcare,Hybrid,Small (1-5),Management,Moderate,IT Support Specialist
Patrick Valenzuela,Business Analyst (1 yrs); Software Engineer (4 yrs),"Java, Python, Team Leadership, Docker","AWS Certified Solutions Architect, Cisco CCNA","BEng Software Engineering, University of Florida","German, French",Data Scientist project: Outcome - Expedite best-of-breed e-markets; Business Analyst project: Outcome - Transition granular infrastructures,Yes,1.3,3.7,2.3,1.4,2.6,Creative,Competitive,Structured,Shaper,Low,Education,Hybrid,Small (1-5),Technical Expert,Moderate,Data Analyst
Kimberly Floyd,DevOps Engineer (2 yrs); DevOps Engineer (4 yrs),"AWS, Docker, Time Management, Problem Solving","PMP, CompTIA Security+","BEng Software Engineering, University of Texas","Spanish, French",Data Scientist project: Outcome - Integrate distributed synergies; Software Engineer project: Outcome - Disintermediate dynamic solutions,Yes,2.4,5.0,2.8,3.6,2.2,Intuitive,Compromising,Flexible,Implementer,Low,Manufacturing,Hybrid,Medium (6-15),Technical Expert,Low,Systems Architect
Timothy Johns,Software Engineer (4 yrs); Project Manager (4 yrs),"Team Leadership, Docker, Python, AWS","CompTIA Security+, Certified ScrumMaster (CSM)","MSc Data Science, Stanford University","Japanese, German",Data Scientist project: Outcome - Innovate scalable paradigms; Security Analyst project: Outcome - Mesh frictionless communities,No,1.3,4.3,1.4,2.4,3.5,Creative,Collaborative,Flexible,Resource Investigator,High,Finance,Hybrid,Small (1-5),Management,Moderate,DevOps Specialist
Brandon Mason,Security Analyst (4 yrs); DevOps Engineer (2 yrs),"Time Management, Team Leadership, AWS, Docker","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","MSc Data Science, University of California","German, Mandarin",Security Analyst project: Outcome - Engineer efficient networks; Business Analyst project: Outcome - Empower b2c eyeballs,No,1.2,2.1,4.7,4.5,3.7,Analytical,Compromising,Balanced,Completer-Finisher,Low,Healthcare,On-site,Medium (6-15),Innovation,Moderate,Backend Developer
Sharon Harris,Data Scientist (5 yrs); Cloud Architect (4 yrs),"Critical Thinking, SQL, Python, Team Leadership","AWS Certified Solutions Architect, Cisco CCNA","BEng Software Engineering, MIT","Mandarin, Spanish",Project Manager project: Outcome - Maximize robust action-items; Project Manager project: Outcome - Revolutionize plug-and-play platforms,No,1.7,2.5,2.6,1.5,1.1,Creative,Competitive,Flexible,Resource Investigator,Low,Manufacturing,On-site,Large (16+),Management,Moderate,Systems Architect
Michael Ingram,Security Analyst (5 yrs); Project Manager (1 yrs),"Python, AWS, Critical Thinking, Communication","CompTIA Security+, Certified ScrumMaster (CSM)","MBA, University of Texas","Mandarin, Spanish",Cloud Architect project: Outcome - E-enable wireless metrics; Business Analyst project: Outcome - Transform 24/365 methodologies,Yes,4.6,3.1,3.4,3.2,3.1,Logical,Competitive,Balanced,Coordinator,Low,Finance,Hybrid,Medium (6-15),Management,Low,Data Analyst
William Kline,Security Analyst (3 yrs); DevOps Engineer (3 yrs),"Critical Thinking, SQL, Docker, Time Management","PMP, AWS Certified Solutions Architect","BSc Computer Science, University of Texas","French, Japanese",Data Scientist project: Outcome - Deploy front-end relationships; Business Analyst project: Outcome - Innovate e-business eyeballs,No,4.6,2.9,1.1,3.7,2.7,Logical,Collaborative,Balanced,Resource Investigator,Low,Finance,Remote,Medium (6-15),Management,Moderate,Backend Developer
Marc Downs,Network Administrator (3 yrs); Business Analyst (3 yrs),"Time Management, SQL, Docker, Team Leadership","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BEng Software Engineering, University of Texas","Spanish, Japanese",Data Scientist project: Outcome - Implement collaborative partnerships; Network Administrator project: Outcome - Integrate strategic niches,Yes,4.8,1.3,3.1,2.7,3.0,Logical,Avoidant,Balanced,Completer-Finisher,Medium,Retail,Remote,Small (1-5),Leadership,Low,DevOps Specialist
Holly Reed DVM,Security Analyst (1 yrs); Cloud Architect (4 yrs),"SQL, AWS, Critical Thinking, Docker","Certified ScrumMaster (CSM), Cisco CCNA","BSc Computer Science, Carnegie Mellon University","Spanish, Mandarin",Security Analyst project: Outcome - Transform frictionless interfaces; Cloud Architect project: Outcome - Incentivize e-business methodologies,Yes,4.9,4.6,4.5,4.6,3.1,Logical,Avoidant,Structured,Resource Investigator,High,Technology,Remote,Large (16+),Technical Expert,Low,IT Support Specialist
Bethany Hickman MD,Security Analyst (5 yrs); Software Engineer (3 yrs),"AWS, Critical Thinking, Python, Docker","Certified ScrumMaster (CSM), CompTIA Security+","BSc Information Systems, University of Texas","Spanish, French",DevOps Engineer project: Outcome - Productize cross-platform methodologies; Security Analyst project: Outcome - Revolutionize cross-media relationships,Yes,2.4,3.6,2.8,3.5,2.3,Creative,Avoidant,Balanced,Coordinator,Low,Manufacturing,On-site,Medium (6-15),Innovation,High,Backend Developer
James Nicholson,Software Engineer (2 yrs); Data Scientist (1 yrs),"Python, Time Management, AWS, Java","CompTIA Security+, PMP","MSc Data Science, University of California","Mandarin, Japanese",Software Engineer project: Outcome - Re-contextualize world-class e-tailers; Data Scientist project: Outcome - Facilitate visionary content,No,1.9,1.5,1.8,1.6,3.5,Logical,Competitive,Structured,Implementer,Low,Education,Hybrid,Medium (6-15),Management,High,DevOps Specialist
Alison Snyder,Business Analyst (2 yrs); Software Engineer (4 yrs),"AWS, Time Management, Python, Critical Thinking","Cisco CCNA, Certified Information Systems Security Professional (CISSP)","MBA, Carnegie Mellon University","French, English",Data Scientist project: Outcome - Strategize extensible web services; Cloud Architect project: Outcome - Architect transparent web services,Yes,3.2,4.7,1.1,3.6,4.4,Analytical,Avoidant,Flexible,Coordinator,Low,Retail,On-site,Small (1-5),Technical Expert,Moderate,DevOps Specialist
George Aguilar,DevOps Engineer (5 yrs); Business Analyst (4 yrs),"AWS, Java, Team Leadership, Time Management","PMP, Cisco CCNA","MSc Data Science, Stanford University","French, Japanese",Network Administrator project: Outcome - Transform open-source e-commerce; Network Administrator project: Outcome - Aggregate 24/365 interfaces,Yes,3.2,2.9,3.5,3.5,2.2,Creative,Compromising,Balanced,Shaper,Medium,Healthcare,On-site,Small (1-5),Management,High,Product Owner
David Maldonado,Software Engineer (3 yrs); DevOps Engineer (3 yrs),"Problem Solving, Team Leadership, Critical Thinking, Python","PMP, Certified ScrumMaster (CSM)","MSc Data Science, MIT","French, German",Cloud Architect project: Outcome - Disintermediate robust technologies; Business Analyst project: Outcome - Leverage cutting-edge communities,Yes,1.9,1.8,3.2,3.7,3.1,Creative,Compromising,Structured,Completer-Finisher,High,Retail,Hybrid,Large (16+),Leadership,High,Backend Developer
Katherine Decker,Security Analyst (3 yrs); Cloud Architect (3 yrs),"Communication, Docker, Java, Team Leadership","Certified Information Systems Security Professional (CISSP), Cisco CCNA","BEng Software Engineering, University of Florida","German, French",Cloud Architect project: Outcome - Enhance user-centric supply-chains; Project Manager project: Outcome - Syndicate front-end initiatives,No,1.9,3.5,1.6,1.9,2.0,Logical,Competitive,Structured,Resource Investigator,Low,Finance,Hybrid,Small (1-5),Leadership,Low,Security Engineer
Robert Lewis,Software Engineer (5 yrs); Network Administrator (4 yrs),"Python, SQL, AWS, Time Management","CompTIA Security+, PMP","BEng Software Engineering, University of Florida","Japanese, English",Project Manager project: Outcome - Integrate 24/7 infrastructures; Business Analyst project: Outcome - Expedite one-to-one solutions,Yes,1.5,4.0,4.1,2.6,3.6,Logical,Competitive,Flexible,Shaper,Low,Education,On-site,Large (16+),Innovation,High,Systems Architect
Jeffrey Wang,DevOps Engineer (3 yrs); Data Scientist (4 yrs),"Time Management, Team Leadership, Critical Thinking, Problem Solving","Cisco CCNA, Certified Information Systems Security Professional (CISSP)","BA Business Administration, MIT","German, Spanish",Business Analyst project: Outcome - Scale b2b interfaces; Network Administrator project: Outcome - Iterate out-of-the-box eyeballs,Yes,4.8,4.8,4.7,1.9,1.3,Analytical,Collaborative,Balanced,Implementer,High,Manufacturing,Hybrid,Large (16+),Management,Low,Systems Architect
Anthony Yates,Cloud Architect (5 yrs); Software Engineer (5 yrs),"Java, Docker, AWS, Problem Solving","Certified ScrumMaster (CSM), Cisco CCNA","BA Business Administration, Stanford University","Mandarin, Spanish",DevOps Engineer project: Outcome - Syndicate synergistic e-commerce; Network Administrator project: Outcome - Embrace wireless content,No,2.0,4.4,1.4,4.5,1.9,Analytical,Competitive,Flexible,Shaper,High,Manufacturing,Remote,Medium (6-15),Technical Expert,High,Security Engineer
Christopher Shepard,Cloud Architect (2 yrs); Business Analyst (3 yrs),"Critical Thinking, Team Leadership, Time Management, AWS","Certified ScrumMaster (CSM), CompTIA Security+","BEng Software Engineering, University of Texas","Spanish, German",Network Administrator project: Outcome - Transform strategic partnerships; Software Engineer project: Outcome - Drive scalable applications,No,3.7,1.5,2.1,4.5,2.7,Logical,Collaborative,Structured,Completer-Finisher,Medium,Education,Hybrid,Small (1-5),Technical Expert,Moderate,QA Engineer
Jessica Jenkins,Data Scientist (3 yrs); Cloud Architect (1 yrs),"AWS, Java, Critical Thinking, SQL","CompTIA Security+, AWS Certified Solutions Architect","BEng Software Engineering, MIT","Japanese, English",Security Analyst project: Outcome - Embrace strategic models; Business Analyst project: Outcome - Repurpose enterprise supply-chains,No,2.9,2.6,1.3,3.0,4.7,Logical,Competitive,Flexible,Resource Investigator,Medium,Retail,Remote,Large (16+),Technical Expert,Moderate,DevOps Specialist
Jennifer Hansen,DevOps Engineer (4 yrs); Security Analyst (1 yrs),"SQL, Problem Solving, Java, AWS","CompTIA Security+, Cisco CCNA","BSc Computer Science, MIT","German, French",DevOps Engineer project: Outcome - Whiteboard b2b action-items; Security Analyst project: Outcome - Re-intermediate innovative networks,No,4.8,1.2,3.6,3.2,1.5,Intuitive,Collaborative,Structured,Shaper,Medium,Finance,Hybrid,Small (1-5),Innovation,Moderate,QA Engineer
Jenny James,DevOps Engineer (5 yrs); Cloud Architect (1 yrs),"Communication, Problem Solving, Critical Thinking, Java","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BEng Software Engineering, University of Texas","Spanish, Japanese",Business Analyst project: Outcome - Harness compelling e-business; Software Engineer project: Outcome - Deliver plug-and-play synergies,No,4.3,3.2,2.8,1.7,2.6,Creative,Collaborative,Balanced,Shaper,High,Healthcare,On-site,Small (1-5),Innovation,Low,Systems Architect
Jodi Reed,Project Manager (2 yrs); Data Scientist (3 yrs),"SQL, Docker, Java, Critical Thinking","Certified ScrumMaster (CSM), Cisco CCNA","BEng Software Engineering, University of Florida","English, French",Software Engineer project: Outcome - Leverage 24/365 e-commerce; Cloud Architect project: Outcome - Aggregate vertical infrastructures,No,1.2,1.1,3.2,1.1,4.8,Analytical,Compromising,Flexible,Implementer,Low,Technology,Remote,Large (16+),Leadership,High,Product Owner
Julia Nicholson,DevOps Engineer (3 yrs); DevOps Engineer (1 yrs),"Problem Solving, Python, Critical Thinking, Time Management","Cisco CCNA, CompTIA Security+","BEng Software Engineering, University of Texas","Mandarin, Japanese",Software Engineer project: Outcome - Embrace plug-and-play niches; Cloud Architect project: Outcome - Drive best-of-breed interfaces,Yes,4.0,3.0,2.6,1.8,3.2,Logical,Avoidant,Balanced,Implementer,High,Retail,Hybrid,Small (1-5),Management,Moderate,QA Engineer
John Ryan,Data Scientist (3 yrs); Data Scientist (3 yrs),"Python, Java, SQL, Docker","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","BEng Software Engineering, MIT","Spanish, Mandarin",Cloud Architect project: Outcome - Utilize bricks-and-clicks portals; Software Engineer project: Outcome - Maximize wireless convergence,No,1.6,4.2,1.9,4.0,4.1,Creative,Avoidant,Balanced,Shaper,Low,Technology,Hybrid,Medium (6-15),Leadership,High,IT Support Specialist
Michael Lee,Software Engineer (4 yrs); Software Engineer (1 yrs),"Python, Time Management, Problem Solving, Team Leadership","PMP, AWS Certified Solutions Architect","MSc Data Science, Carnegie Mellon University","French, German",Business Analyst project: Outcome - Reinvent collaborative channels; Data Scientist project: Outcome - Matrix killer markets,No,4.3,3.0,1.6,2.9,2.1,Analytical,Avoidant,Balanced,Shaper,High,Manufacturing,Remote,Large (16+),Management,Low,Backend Developer
Katherine Hawkins,Project Manager (1 yrs); Network Administrator (3 yrs),"Critical Thinking, Communication, Python, Java","CompTIA Security+, PMP","BEng Software Engineering, University of California","Mandarin, French",Security Analyst project: Outcome - Harness enterprise action-items; Software Engineer project: Outcome - Incentivize leading-edge vortals,No,2.6,2.0,1.0,4.2,4.7,Analytical,Competitive,Flexible,Implementer,Low,Manufacturing,Remote,Medium (6-15),Innovation,High,Data Analyst
